,Series Name,MP,MP_plus,TFR,Number of births,Number of women of childbearing age,EF,EM,Disposable income,"LFP, female (%)",DI_low,DI_high,recession,boom,unemployment rate,un_ave,move_in,move_out
HWA,2016-12,10000,0,1.19,255,79593,11.64,12.21,782381,47.1,1,0,0,1,3.9,-0.3,486,478
HWA,2017-01,10000,0,1.1,166,79524,11.72,12.29,752426,47.9,1,0,0,1,3.8,-0.4,408,427
HWA,2017-02,10000,0,1.1,197,79436,11.72,12.29,752426,47.9,1,0,0,1,3.8,-0.4,510,537
HWA,2017-03,10000,0,1.1,202,79338,11.72,12.29,752426,47.9,1,0,0,1,3.8,-0.4,597,674
HWA,2017-04,10000,0,1.1,157,79259,11.72,12.29,752426,47.9,1,0,1,0,3.8,-0.4,472,511
HWA,2017-05,10000,0,1.1,202,79108,11.72,12.29,752426,47.9,1,0,1,0,3.8,-0.4,523,654
HWA,2017-06,10000,0,1.1,221,78983,11.72,12.29,752426,47.9,1,0,1,0,3.8,-0.4,452,554
HWA,2017-07,10000,0,1.1,206,78928,11.72,12.29,752426,47.9,1,0,1,0,3.7,-0.5,505,546
HWA,2017-08,10000,0,1.1,189,78842,11.72,12.29,752426,47.9,1,0,0,1,3.7,-0.5,728,810
HWA,2017-09,10000,0,1.1,212,78768,11.72,12.29,752426,47.9,1,0,0,1,3.7,-0.5,483,547
HWA,2017-10,10000,0,1.1,213,78674,11.72,12.29,752426,47.9,1,0,0,1,3.7,-0.5,432,475
HWA,2017-11,10000,0,1.1,211,78517,11.72,12.29,752426,47.9,1,0,0,1,3.7,-0.5,448,491
HWA,2017-12,10000,0,1.1,196,78433,11.72,12.29,752426,47.9,1,0,1,0,3.7,-0.5,451,509
HWA,2018-01,10000,0,1.11,241,78307,11.81,12.38,789072,48,1,0,1,0,3.5,-0.7,515,630
HWA,2018-02,10000,0,1.11,175,78195,11.81,12.38,789072,48,1,0,0,1,3.5,-0.7,462,494
HWA,2018-03,10000,0,1.11,198,78064,11.81,12.38,789072,48,1,0,0,1,3.5,-0.7,656,681
HWA,2018-04,10000,0,1.11,159,78019,11.81,12.38,789072,48,1,0,0,1,3.5,-0.7,711,581
HWA,2018-05,10000,0,1.11,199,77969,11.81,12.38,789072,48,1,0,0,1,3.5,-0.7,877,704
HWA,2018-06,10000,0,1.11,165,77912,11.81,12.38,789072,48,1,0,1,0,3.5,-0.7,667,565
HWA,2018-07,10000,0,1.11,204,77865,11.81,12.38,789072,48,1,0,0,1,3.6,-0.6,764,692
HWA,2018-08,20000,0,1.11,215,77743,11.81,12.38,789072,48,1,0,0,1,3.6,-0.6,731,733
HWA,2018-09,20000,0,1.11,172,77626,11.81,12.38,789072,48,1,0,1,0,3.6,-0.6,470,519
HWA,2018-10,20000,0,1.11,254,77506,11.81,12.38,789072,48,1,0,1,0,3.6,-0.6,397,448
HWA,2018-11,20000,0,1.11,231,77359,11.81,12.38,789072,48,1,0,1,0,3.6,-0.6,406,434
HWA,2018-12,20000,0,1.11,198,77182,11.81,12.38,789072,48,1,0,1,0,3.6,-0.6,459,703
HWA,2019-01,20000,0,1.14,224,77024,11.9,12.46,809661,50.2,1,0,1,0,3.5,-0.7,538,616
HWA,2019-02,20000,0,1.14,163,76922,11.9,12.46,809661,50.2,1,0,1,0,3.5,-0.7,481,535
HWA,2019-03,20000,0,1.14,195,76783,11.9,12.46,809661,50.2,1,0,1,0,3.5,-0.7,552,604
HWA,2019-04,20000,0,1.14,218,76688,11.9,12.46,809661,50.2,1,0,1,0,3.5,-0.7,538,635
HWA,2019-05,20000,0,1.14,214,76510,11.9,12.46,809661,50.2,1,0,1,0,3.5,-0.7,493,701
HWA,2019-06,20000,0,1.14,158,76476,11.9,12.46,809661,50.2,1,0,1,0,3.5,-0.7,534,564
HWA,2019-07,20000,0,1.14,193,76382,11.9,12.46,809661,50.2,1,0,1,0,3.7,-0.5,569,631
HWA,2019-08,20000,0,1.14,207,76280,11.9,12.46,809661,50.2,1,0,1,0,3.7,-0.5,734,712
HWA,2019-09,20000,0,1.14,186,76115,11.9,12.46,809661,50.2,1,0,1,0,3.7,-0.5,477,606
HWA,2019-10,20000,0,1.14,245,75987,11.9,12.46,809661,50.2,1,0,1,0,3.7,-0.5,435,491
HWA,2019-11,20000,0,1.14,212,75891,11.9,12.46,809661,50.2,1,0,0,1,3.7,-0.5,345,387
HWA,2019-12,20000,0,1.14,215,75792,11.9,12.46,809661,50.2,1,0,0,1,3.7,-0.5,384,442
PEH,1999-01,0,0,1.63,78,22191,8.39,9.57,588607,35,1,0,1,0,1.9,-2.3,186,301
PEH,1999-02,0,0,1.63,81,22179,8.39,9.57,588607,35,1,0,1,0,1.9,-2.3,180,255
PEH,1999-03,0,0,1.63,103,22147,8.39,9.57,588607,35,1,0,1,0,1.9,-2.3,260,399
PEH,1999-04,0,0,1.63,105,22155,8.39,9.57,588607,35,1,0,1,0,1.9,-2.3,277,284
PEH,1999-05,0,0,1.63,82,22138,8.39,9.57,588607,35,1,0,1,0,1.9,-2.3,233,320
PEH,1999-06,0,0,1.63,91,22143,8.39,9.57,588607,35,1,0,0,1,1.9,-2.3,233,244
PEH,1999-07,0,0,1.63,95,22130,8.39,9.57,588607,35,1,0,0,1,0.5,-3.7,213,296
PEH,1999-08,0,0,1.63,74,22125,8.39,9.57,588607,35,1,0,0,1,0.5,-3.7,328,358
PEH,1999-09,0,0,1.63,90,22130,8.39,9.57,588607,35,1,0,1,0,0.5,-3.7,240,254
PEH,1999-10,0,0,1.63,100,22120,8.39,9.57,588607,35,1,0,0,1,0.5,-3.7,202,274
PEH,1999-11,0,0,1.63,75,22113,8.39,9.57,588607,35,1,0,0,1,0.5,-3.7,180,221
PEH,1999-12,0,0,1.63,110,22105,8.39,9.57,588607,35,1,0,0,1,0.5,-3.7,153,244
PEH,2000-01,0,0,1.85,98,22106,8.6,9.75,697315,32.8,1,0,0,1,1.4,-2.8,204,231
PEH,2000-02,0,0,1.85,87,22084,8.6,9.75,697315,32.8,1,0,0,1,1.4,-2.8,277,375
PEH,2000-03,0,0,1.85,81,22066,8.6,9.75,697315,32.8,1,0,0,1,1.4,-2.8,251,342
PEH,2000-04,0,0,1.85,84,22089,8.6,9.75,697315,32.8,1,0,0,1,1.4,-2.8,319,234
PEH,2000-05,0,0,1.85,110,22100,8.6,9.75,697315,32.8,1,0,0,1,1.4,-2.8,281,266
PEH,2000-06,0,0,1.85,95,22109,8.6,9.75,697315,32.8,1,0,0,1,1.4,-2.8,230,229
PEH,2000-07,0,0,1.85,110,22133,8.6,9.75,697315,32.8,1,0,0,1,1.8,-2.4,260,214
PEH,2000-08,0,0,1.85,110,22152,8.6,9.75,697315,32.8,1,0,0,1,1.8,-2.4,346,314
PEH,2000-09,0,0,1.85,120,22173,8.6,9.75,697315,32.8,1,0,0,1,1.8,-2.4,274,251
PEH,2000-10,0,0,1.85,124,22170,8.6,9.75,697315,32.8,1,0,0,1,1.8,-2.4,254,224
PEH,2000-11,0,0,1.85,104,22182,8.6,9.75,697315,32.8,1,0,1,0,1.8,-2.4,213,234
PEH,2000-12,0,0,1.85,115,22225,8.6,9.75,697315,32.8,1,0,1,0,1.8,-2.4,229,220
PEH,2001-01,0,0,1.57,96,22265,8.87,9.96,595548,34.1,1,0,1,0,3.1,-1.1,261,195
PEH,2001-02,0,0,1.57,99,22306,8.87,9.96,595548,34.1,1,0,1,0,3.1,-1.1,363,267
PEH,2001-03,0,0,1.57,91,22324,8.87,9.96,595548,34.1,1,0,1,0,3.1,-1.1,333,250
PEH,2001-04,0,0,1.57,91,22376,8.87,9.96,595548,34.1,1,0,1,0,3.1,-1.1,376,212
PEH,2001-05,0,0,1.57,72,22525,8.87,9.96,595548,34.1,1,0,1,0,3.1,-1.1,589,260
PEH,2001-06,0,0,1.57,84,22673,8.87,9.96,595548,34.1,1,0,1,0,3.1,-1.1,537,221
PEH,2001-07,0,0,1.57,100,22781,8.87,9.96,595548,34.1,1,0,1,0,3.8,-0.4,497,209
PEH,2001-08,0,0,1.57,106,22899,8.87,9.96,595548,34.1,1,0,1,0,3.8,-0.4,707,341
PEH,2001-09,0,0,1.57,60,23111,8.87,9.96,595548,34.1,1,0,1,0,3.8,-0.4,716,209
PEH,2001-10,0,0,1.57,127,23121,8.87,9.96,595548,34.1,1,0,1,0,3.8,-0.4,276,249
PEH,2001-11,0,0,1.57,90,23055,8.87,9.96,595548,34.1,1,0,1,0,3.8,-0.4,314,415
PEH,2001-12,0,0,1.57,77,23155,8.87,9.96,595548,34.1,1,0,1,0,3.8,-0.4,782,477
PEH,2002-01,0,0,1.49,92,23382,9.06,10.12,605641,33.4,1,0,1,0,3.5,-0.7,999,423
PEH,2002-02,0,0,1.49,68,23533,9.06,10.12,605641,33.4,1,0,1,0,3.5,-0.7,841,581
PEH,2002-03,0,0,1.49,95,23343,9.06,10.12,605641,33.4,1,0,1,0,3.5,-0.7,247,736
PEH,2002-04,0,0,1.49,84,23198,9.06,10.12,605641,33.4,1,0,0,1,3.5,-0.7,296,639
PEH,2002-05,0,0,1.49,89,23201,9.06,10.12,605641,33.4,1,0,0,1,3.5,-0.7,415,407
PEH,2002-06,0,0,1.49,75,23196,9.06,10.12,605641,33.4,1,0,0,1,3.5,-0.7,449,456
PEH,2002-07,0,0,1.49,89,23250,9.06,10.12,605641,33.4,1,0,0,1,4.5,0.3,514,416
PEH,2002-08,0,0,1.49,99,23215,9.06,10.12,605641,33.4,1,0,0,1,4.5,0.3,344,411
PEH,2002-09,0,0,1.49,92,23195,9.06,10.12,605641,33.4,1,0,0,1,4.5,0.3,257,324
PEH,2002-10,0,0,1.49,112,23189,9.06,10.12,605641,33.4,1,0,0,1,4.5,0.3,230,247
PEH,2002-11,0,0,1.49,86,23150,9.06,10.12,605641,33.4,1,0,0,1,4.5,0.3,186,260
PEH,2002-12,0,0,1.49,95,23146,9.06,10.12,605641,33.4,1,0,0,1,4.5,0.3,248,270
PEH,2003-01,0,0,1.44,79,23142,9.43,10.45,588048,35.9,1,0,1,0,4.6,0.4,200,207
PEH,2003-02,0,0,1.44,85,23129,9.43,10.45,588048,35.9,1,0,1,0,4.6,0.4,209,253
PEH,2003-03,0,0,1.44,90,23123,9.43,10.45,588048,35.9,1,0,1,0,4.6,0.4,179,272
PEH,2003-04,0,0,1.44,77,23115,9.43,10.45,588048,35.9,1,0,1,0,4.6,0.4,238,274
PEH,2003-05,0,0,1.44,70,23114,9.43,10.45,588048,35.9,1,0,1,0,4.6,0.4,182,199
PEH,2003-06,0,0,1.44,93,23107,9.43,10.45,588048,35.9,1,0,1,0,4.6,0.4,189,240
PEH,2003-07,0,0,1.44,91,23100,9.43,10.45,588048,35.9,1,0,0,1,4.4,0.2,268,318
PEH,2003-08,0,0,1.44,76,23106,9.43,10.45,588048,35.9,1,0,0,1,4.4,0.2,256,263
PEH,2003-09,0,0,1.44,100,23120,9.43,10.45,588048,35.9,1,0,0,1,4.4,0.2,238,265
PEH,2003-10,0,0,1.44,100,23107,9.43,10.45,588048,35.9,1,0,0,1,4.4,0.2,203,260
PEH,2003-11,0,0,1.44,81,23073,9.43,10.45,588048,35.9,1,0,0,1,4.4,0.2,188,240
PEH,2003-12,0,0,1.44,84,23085,9.43,10.45,588048,35.9,1,0,0,1,4.4,0.2,234,233
PEH,2004-01,0,0,1.31,81,23053,9.54,10.53,720582,36.7,1,0,0,1,4.2,0,180,205
PEH,2004-02,0,0,1.31,80,23000,9.54,10.53,720582,36.7,1,0,0,1,4.2,0,229,373
PEH,2004-03,0,0,1.31,79,22956,9.54,10.53,720582,36.7,1,0,0,1,4.2,0,144,247
PEH,2004-04,0,0,1.31,74,22936,9.54,10.53,720582,36.7,1,0,0,1,4.2,0,213,288
PEH,2004-05,0,0,1.31,74,22936,9.54,10.53,720582,36.7,1,0,0,1,4.2,0,204,254
PEH,2004-06,0,0,1.31,60,22952,9.54,10.53,720582,36.7,1,0,0,1,4.2,0,246,258
PEH,2004-07,0,0,1.31,66,22933,9.54,10.53,720582,36.7,1,0,0,1,4,-0.2,213,236
PEH,2004-08,0,0,1.31,89,22958,9.54,10.53,720582,36.7,1,0,0,1,4,-0.2,265,313
PEH,2004-09,0,0,1.31,76,22961,9.54,10.53,720582,36.7,1,0,0,1,4,-0.2,239,239
PEH,2004-10,0,0,1.31,81,22935,9.54,10.53,720582,36.7,1,0,0,1,4,-0.2,161,217
PEH,2004-11,0,0,1.31,92,22925,9.54,10.53,720582,36.7,1,0,0,1,4,-0.2,172,186
PEH,2004-12,0,0,1.31,89,22931,9.54,10.53,720582,36.7,1,0,0,1,4,-0.2,258,230
PEH,2005-01,0,0,1.19,77,22933,9.66,10.61,628399,36.5,1,0,0,1,4.2,0,236,192
PEH,2005-02,0,0,1.19,75,22965,9.66,10.61,628399,36.5,1,0,0,1,4.2,0,215,193
PEH,2005-03,0,0,1.19,79,22954,9.66,10.61,628399,36.5,1,0,1,0,4.2,0,284,322
PEH,2005-04,0,0,1.19,66,22949,9.66,10.61,628399,36.5,1,0,1,0,4.2,0,274,265
PEH,2005-05,0,0,1.19,73,23000,9.66,10.61,628399,36.5,1,0,1,0,4.2,0,363,247
PEH,2005-06,0,0,1.19,58,23037,9.66,10.61,628399,36.5,1,0,1,0,4.2,0,330,238
PEH,2005-07,0,0,1.19,65,23102,9.66,10.61,628399,36.5,1,0,1,0,4.2,0,398,237
PEH,2005-08,0,0,1.19,72,23128,9.66,10.61,628399,36.5,1,0,0,1,4.2,0,425,332
PEH,2005-09,0,0,1.19,82,23150,9.66,10.61,628399,36.5,1,0,0,1,4.2,0,291,288
PEH,2005-10,0,0,1.19,63,23138,9.66,10.61,628399,36.5,1,0,0,1,4.2,0,220,206
PEH,2005-11,0,0,1.19,72,23141,9.66,10.61,628399,36.5,1,0,0,1,4.2,0,209,198
PEH,2005-12,0,0,1.19,67,23166,9.66,10.61,628399,36.5,1,0,0,1,4.2,0,403,330
PEH,2006-01,0,0,1.21,71,23201,9.75,10.69,705881,36.7,1,0,0,1,4.1,-0.1,308,227
PEH,2006-02,0,0,1.21,62,23185,9.75,10.69,705881,36.7,1,0,0,1,4.1,-0.1,273,313
PEH,2006-03,0,0,1.21,67,23158,9.75,10.69,705881,36.7,1,0,0,1,4.1,-0.1,251,341
PEH,2006-04,0,0,1.21,54,23113,9.75,10.69,705881,36.7,1,0,0,1,4.1,-0.1,188,300
PEH,2006-05,0,0,1.21,76,23109,9.75,10.69,705881,36.7,1,0,0,1,4.1,-0.1,178,218
PEH,2006-06,0,0,1.21,82,23089,9.75,10.69,705881,36.7,1,0,1,0,4.1,-0.1,252,326
PEH,2006-07,0,0,1.21,69,23049,9.75,10.69,705881,36.7,1,0,1,0,4.1,-0.1,228,313
PEH,2006-08,0,0,1.21,64,23000,9.75,10.69,705881,36.7,1,0,1,0,4.1,-0.1,304,405
PEH,2006-09,0,0,1.21,84,22968,9.75,10.69,705881,36.7,1,0,1,0,4.1,-0.1,195,285
PEH,2006-10,0,0,1.21,73,22949,9.75,10.69,705881,36.7,1,0,1,0,4.1,-0.1,199,269
PEH,2006-11,0,0,1.21,92,22939,9.75,10.69,705881,36.7,1,0,1,0,4.1,-0.1,229,269
PEH,2006-12,0,0,1.21,67,22906,9.75,10.69,705881,36.7,1,0,1,0,4.1,-0.1,248,367
PEH,2007-01,0,0,1.1,69,22948,9.91,10.82,644462,37.5,1,0,1,0,3.9,-0.3,326,239
PEH,2007-02,0,0,1.1,50,22959,9.91,10.82,644462,37.5,1,0,1,0,3.9,-0.3,181,137
PEH,2007-03,0,0,1.1,74,22981,9.91,10.82,644462,37.5,1,0,0,1,3.9,-0.3,356,292
PEH,2007-04,0,0,1.1,56,23021,9.91,10.82,644462,37.5,1,0,1,0,3.9,-0.3,326,228
PEH,2007-05,0,0,1.1,58,23051,9.91,10.82,644462,37.5,1,0,1,0,3.9,-0.3,288,249
PEH,2007-06,0,0,1.1,48,23065,9.91,10.82,644462,37.5,1,0,0,1,3.9,-0.3,264,243
PEH,2007-07,0,0,1.1,66,23120,9.91,10.82,644462,37.5,1,0,0,1,3.6,-0.6,297,230
PEH,2007-08,0,0,1.1,77,23151,9.91,10.82,644462,37.5,1,0,0,1,3.6,-0.6,313,300
PEH,2007-09,0,0,1.1,63,23159,9.91,10.82,644462,37.5,1,0,0,1,3.6,-0.6,213,221
PEH,2007-10,0,0,1.1,66,23164,9.91,10.82,644462,37.5,1,0,0,1,3.6,-0.6,224,201
PEH,2007-11,0,0,1.1,75,23199,9.91,10.82,644462,37.5,1,0,0,1,3.6,-0.6,213,162
PEH,2007-12,0,0,1.1,82,23232,9.91,10.82,644462,37.5,1,0,0,1,3.6,-0.6,286,161
PEH,2008-01,0,0,1,73,23215,10.1,10.98,732450,39.6,1,0,0,1,3.9,-0.3,217,186
PEH,2008-02,0,0,1,60,23179,10.1,10.98,732450,39.6,1,0,0,1,3.9,-0.3,173,201
PEH,2008-03,0,0,1,61,23185,10.1,10.98,732450,39.6,1,0,0,1,3.9,-0.3,198,199
PEH,2008-04,0,0,1,60,23223,10.1,10.98,732450,39.6,1,0,0,1,3.9,-0.3,319,254
PEH,2008-05,0,0,1,51,23273,10.1,10.98,732450,39.6,1,0,1,0,3.9,-0.3,293,228
PEH,2008-06,0,0,1,55,23316,10.1,10.98,732450,39.6,1,0,1,0,3.9,-0.3,317,174
PEH,2008-07,0,0,1,48,23375,10.1,10.98,732450,39.6,1,0,1,0,4.5,0.3,380,193
PEH,2008-08,0,0,1,55,23410,10.1,10.98,732450,39.6,1,0,1,0,4.5,0.3,391,234
PEH,2008-09,0,0,1,65,23444,10.1,10.98,732450,39.6,1,0,1,0,4.5,0.3,285,226
PEH,2008-10,0,0,1,69,23484,10.1,10.98,732450,39.6,1,0,1,0,4.5,0.3,274,172
PEH,2008-11,0,0,1,73,23516,10.1,10.98,732450,39.6,1,0,1,0,4.5,0.3,272,214
PEH,2008-12,0,0,1,56,23617,10.1,10.98,732450,39.6,1,0,1,0,4.5,0.3,390,265
PEH,2009-01,0,0,1.02,61,23687,10.29,11.15,689166,40.2,1,0,1,0,5.7,1.5,247,129
PEH,2009-02,0,0,1.02,57,23781,10.29,11.15,689166,40.2,1,0,1,0,5.7,1.5,491,216
PEH,2009-03,0,0,1.02,78,23853,10.29,11.15,689166,40.2,1,0,1,0,5.7,1.5,450,195
PEH,2009-04,0,0,1.02,32,23965,10.29,11.15,689166,40.2,1,0,1,0,5.7,1.5,481,163
PEH,2009-05,0,0,1.02,46,24077,10.29,11.15,689166,40.2,1,0,1,0,5.7,1.5,475,147
PEH,2009-06,0,0,1.02,73,24172,10.29,11.15,689166,40.2,1,0,1,0,5.7,1.5,490,173
PEH,2009-07,0,0,1.02,65,24240,10.29,11.15,689166,40.2,1,0,1,0,5.8,1.6,488,215
PEH,2009-08,0,0,1.02,68,24281,10.29,11.15,689166,40.2,1,0,1,0,5.8,1.6,369,242
PEH,2009-09,0,0,1.02,60,24380,10.29,11.15,689166,40.2,1,0,1,0,5.8,1.6,404,232
PEH,2009-10,0,0,1.02,70,24485,10.29,11.15,689166,40.2,1,0,0,1,5.8,1.6,465,177
PEH,2009-11,0,0,1.02,76,24525,10.29,11.15,689166,40.2,1,0,0,1,5.8,1.6,283,120
PEH,2009-12,0,0,1.02,78,24603,10.29,11.15,689166,40.2,1,0,0,1,5.8,1.6,454,200
PEH,2010-01,0,0,0.86,63,24667,10.47,11.31,827323,39.8,1,0,0,1,5.5,1.3,358,188
PEH,2010-02,0,0,0.86,42,24661,10.47,11.31,827323,39.8,1,0,0,1,5.5,1.3,247,175
PEH,2010-03,0,0,0.86,66,24669,10.47,11.31,827323,39.8,1,0,0,1,5.5,1.3,325,266
PEH,2010-04,0,0,0.86,62,24701,10.47,11.31,827323,39.8,1,0,0,1,5.5,1.3,270,255
PEH,2010-05,0,0,0.86,48,24735,10.47,11.31,827323,39.8,1,0,0,1,5.5,1.3,216,196
PEH,2010-06,0,0,0.86,42,24726,10.47,11.31,827323,39.8,1,0,0,1,5.5,1.3,256,304
PEH,2010-07,0,0,0.86,62,24758,10.47,11.31,827323,39.8,1,0,0,1,4.6,0.4,391,337
PEH,2010-08,0,0,0.86,51,24783,10.47,11.31,827323,39.8,1,0,0,1,4.6,0.4,388,296
PEH,2010-09,0,0,0.86,48,24788,10.47,11.31,827323,39.8,1,0,0,1,4.6,0.4,266,249
PEH,2010-10,0,0,0.86,45,24865,10.47,11.31,827323,39.8,1,0,0,1,4.6,0.4,456,201
PEH,2010-11,0,0,0.86,70,24913,10.47,11.31,827323,39.8,1,0,0,1,4.6,0.4,268,182
PEH,2010-12,0,0,0.86,63,24938,10.47,11.31,827323,39.8,1,0,0,1,4.6,0.4,356,228
PEH,2011-01,10000,20000,1.06,60,24936,10.63,11.46,673081,40.7,1,0,0,1,4.5,0.3,260,223
PEH,2011-02,10000,20000,1.06,54,24916,10.63,11.46,673081,40.7,1,0,0,1,4.5,0.3,159,214
PEH,2011-03,10000,20000,1.06,79,24878,10.63,11.46,673081,40.7,1,0,0,1,4.5,0.3,281,321
PEH,2011-04,10000,20000,1.06,52,24831,10.63,11.46,673081,40.7,1,0,0,1,4.5,0.3,197,272
PEH,2011-05,10000,20000,1.06,56,24809,10.63,11.46,673081,40.7,1,0,0,1,4.5,0.3,235,273
PEH,2011-06,10000,20000,1.06,55,24786,10.63,11.46,673081,40.7,1,0,0,1,4.5,0.3,266,266
PEH,2011-07,10000,20000,1.06,58,24794,10.63,11.46,673081,40.7,1,0,0,1,4.2,0,373,310
PEH,2011-08,10000,20000,1.06,66,24784,10.63,11.46,673081,40.7,1,0,1,0,4.2,0,309,317
PEH,2011-09,10000,20000,1.06,77,24939,10.63,11.46,673081,40.7,1,0,1,0,4.2,0,497,354
PEH,2011-10,10000,20000,1.06,78,24949,10.63,11.46,673081,40.7,1,0,1,0,4.2,0,422,199
PEH,2011-11,10000,20000,1.06,85,24954,10.63,11.46,673081,40.7,1,0,1,0,4.2,0,279,204
PEH,2011-12,10000,20000,1.06,90,24944,10.63,11.46,673081,40.7,1,0,1,0,4.2,0,240,191
PEH,2012-01,10000,20000,1.3,67,24987,10.79,11.62,727056,42.4,1,0,1,0,4.1,-0.1,285,183
PEH,2012-02,10000,20000,1.3,75,24985,10.79,11.62,727056,42.4,1,0,1,0,4.1,-0.1,352,323
PEH,2012-03,10000,20000,1.3,85,25024,10.79,11.62,727056,42.4,1,0,1,0,4.1,-0.1,441,261
PEH,2012-04,10000,20000,1.3,70,25077,10.79,11.62,727056,42.4,1,0,1,0,4.1,-0.1,371,213
PEH,2012-05,10000,20000,1.3,75,25077,10.79,11.62,727056,42.4,1,0,1,0,4.1,-0.1,287,254
PEH,2012-06,10000,20000,1.3,93,25055,10.79,11.62,727056,42.4,1,0,1,0,4.1,-0.1,292,239
PEH,2012-07,10000,20000,1.3,75,25098,10.79,11.62,727056,42.4,1,0,1,0,4.3,0.1,515,303
PEH,2012-08,10000,20000,1.3,77,25141,10.79,11.62,727056,42.4,1,0,1,0,4.3,0.1,386,330
PEH,2012-09,10000,20000,1.3,89,25154,10.79,11.62,727056,42.4,1,0,1,0,4.3,0.1,339,289
PEH,2012-10,10000,20000,1.3,86,25374,10.79,11.62,727056,42.4,1,0,1,0,4.3,0.1,731,234
PEH,2012-11,10000,20000,1.3,95,25362,10.79,11.62,727056,42.4,1,0,1,0,4.3,0.1,303,198
PEH,2012-12,10000,20000,1.3,91,25324,10.79,11.62,727056,42.4,1,0,1,0,4.3,0.1,299,228
PEH,2013-01,10000,20000,1.13,79,25310,10.93,11.75,769955,43.4,1,0,1,0,4,-0.2,286,213
PEH,2013-02,10000,20000,1.13,56,25290,10.93,11.75,769955,43.4,1,0,1,0,4,-0.2,225,223
PEH,2013-03,10000,20000,1.13,84,25310,10.93,11.75,769955,43.4,1,0,1,0,4,-0.2,400,290
PEH,2013-04,10000,20000,1.13,63,25332,10.93,11.75,769955,43.4,1,0,1,0,4,-0.2,332,261
PEH,2013-05,10000,20000,1.13,76,25386,10.93,11.75,769955,43.4,1,0,1,0,4,-0.2,362,249
PEH,2013-06,10000,20000,1.13,72,25346,10.93,11.75,769955,43.4,1,0,0,1,4,-0.2,302,278
PEH,2013-07,10000,20000,1.13,66,25349,10.93,11.75,769955,43.4,1,0,1,0,4,-0.2,464,354
PEH,2013-08,10000,20000,1.13,80,25369,10.93,11.75,769955,43.4,1,0,1,0,4,-0.2,359,274
PEH,2013-09,10000,20000,1.13,62,25365,10.93,11.75,769955,43.4,1,0,1,0,4,-0.2,370,314
PEH,2013-10,10000,20000,1.13,84,25549,10.93,11.75,769955,43.4,1,0,1,0,4,-0.2,761,205
PEH,2013-11,10000,20000,1.13,71,25544,10.93,11.75,769955,43.4,1,0,1,0,4,-0.2,330,195
PEH,2013-12,10000,20000,1.13,74,25578,10.93,11.75,769955,43.4,1,0,0,1,4,-0.2,370,222
PEH,2014-01,10000,20000,1.19,65,25594,11.05,11.86,771376,43.5,1,0,1,0,3.9,-0.3,346,157
PEH,2014-02,10000,20000,1.19,65,25593,11.05,11.86,771376,43.5,1,0,0,1,3.9,-0.3,295,247
PEH,2014-03,10000,20000,1.19,83,25636,11.05,11.86,771376,43.5,1,0,0,1,3.9,-0.3,453,253
PEH,2014-04,10000,20000,1.19,79,25709,11.05,11.86,771376,43.5,1,0,0,1,3.9,-0.3,466,294
PEH,2014-05,10000,20000,1.19,74,25763,11.05,11.86,771376,43.5,1,0,0,1,3.9,-0.3,423,259
PEH,2014-06,10000,20000,1.19,65,25702,11.05,11.86,771376,43.5,1,0,0,1,3.9,-0.3,340,381
PEH,2014-07,10000,20000,1.19,88,25715,11.05,11.86,771376,43.5,1,0,0,1,3.9,-0.3,403,319
PEH,2014-08,10000,20000,1.19,71,25655,11.05,11.86,771376,43.5,1,0,0,1,3.9,-0.3,298,352
PEH,2014-09,10000,20000,1.19,80,25782,11.05,11.86,771376,43.5,1,0,0,1,3.9,-0.3,645,268
PEH,2014-10,10000,20000,1.19,93,25757,11.05,11.86,771376,43.5,1,0,0,1,3.9,-0.3,249,196
PEH,2014-11,10000,20000,1.19,93,25753,11.05,11.86,771376,43.5,1,0,0,1,3.9,-0.3,223,166
PEH,2014-12,10000,20000,1.19,87,25768,11.05,11.86,771376,43.5,1,0,1,0,3.9,-0.3,409,312
PEH,2015-01,10000,20000,1.18,77,25776,11.16,11.97,673239,42.3,1,0,0,1,3.7,-0.5,297,258
PEH,2015-02,10000,20000,1.18,73,25756,11.16,11.97,673239,42.3,1,0,0,1,3.7,-0.5,238,208
PEH,2015-03,10000,20000,1.18,81,25758,11.16,11.97,673239,42.3,1,0,1,0,3.7,-0.5,370,355
PEH,2015-04,10000,20000,1.18,76,25761,11.16,11.97,673239,42.3,1,0,1,0,3.7,-0.5,318,314
PEH,2015-05,10000,20000,1.18,68,25745,11.16,11.97,673239,42.3,1,0,1,0,3.7,-0.5,269,269
PEH,2015-06,10000,20000,1.18,56,25675,11.16,11.97,673239,42.3,1,0,1,0,3.7,-0.5,335,407
PEH,2015-07,10000,20000,1.18,80,25690,11.16,11.97,673239,42.3,1,0,1,0,3.8,-0.4,423,378
PEH,2015-08,10000,20000,1.18,69,25689,11.16,11.97,673239,42.3,1,0,1,0,3.8,-0.4,294,343
PEH,2015-09,10000,20000,1.18,66,25842,11.16,11.97,673239,42.3,1,0,1,0,3.8,-0.4,766,283
PEH,2015-10,10000,20000,1.18,73,25813,11.16,11.97,673239,42.3,1,0,1,0,3.8,-0.4,328,260
PEH,2015-11,10000,20000,1.18,92,25798,11.16,11.97,673239,42.3,1,0,1,0,3.8,-0.4,252,244
PEH,2015-12,10000,20000,1.18,81,25766,11.16,11.97,673239,42.3,1,0,1,0,3.8,-0.4,231,237
